pin,slack
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_ns[12]:C,38261
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_ns[12]:Y,38261
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/bitPos_3_0_0_o2[0]:A,43752
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/bitPos_3_0_0_o2[0]:B,43669
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/bitPos_3_0_0_o2[0]:Y,43669
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[4]:A,42803
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[4]:B,39570
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[4]:C,38315
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[4]:D,38166
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[4]:Y,38166
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:CLK,43956
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:D,44586
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:EN,43698
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:Q,43956
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/bitCt[3]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:A,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:B,46231
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:C,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:CC,45308
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:D,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:P,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:S,45308
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[8]:UB,
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_8:C,
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_8:IPC,
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/count_0[4]:A,45148
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/count_0[4]:B,42468
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/count_0[4]:C,46266
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/count_0[4]:Y,42468
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/bitCt_lm_0[8]:A,44359
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/bitCt_lm_0[8]:B,46129
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/bitCt_lm_0[8]:Y,44359
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:CLK,41258
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:D,44920
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:EN,40037
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:Q,41258
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/RDATA_r[5]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/FF_16:EN,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:A,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:B,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:C,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:IPB,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:A,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:B,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:C,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPA,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPB,
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[19]:A,43213
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[19]:B,41234
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[19]:C,41066
cmam_if_wrap_0/cmam_if/nif/data_rd_1_i_m2_am[19]:Y,41066
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_119_i_1:A,43689
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_119_i_1:B,42118
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_119_i_1:C,40919
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_119_i_1:D,40791
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_119_i_1:Y,40791
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:CLK,40711
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:D,45998
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:EN,40400
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:Q,40711
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc0/tx_data[28]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_RNO[0]:A,46363
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_RNO[0]:B,37299
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_RNO[0]:C,46273
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_RNO[0]:Y,37299
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:A,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:B,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:C,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:ADn,
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:ALn,
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:CLK,17090
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:D,46042
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:EN,41492
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:LAT,
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:Q,17090
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:SD,
cmam_if_wrap_0/cmam_if/nif/rst_valid[3]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[11]:A,46309
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[11]:B,45102
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[11]:C,46322
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[11]:Y,45102
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/flush_4_0_a2_0_a2:A,44071
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/flush_4_0_a2_0_a2:B,43480
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/flush_4_0_a2_0_a2:C,45180
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/flush_4_0_a2_0_a2:D,45046
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/flush_4_0_a2_0_a2:Y,43480
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:A,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:B,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:C,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPA,
NeuroMini_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPB,
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_13_0:A,40472
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_13_0:B,40422
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_13_0:C,39050
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_13_0:D,36085
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_13_0:Y,36085
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_20:A,37735
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_20:B,37602
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_20:Y,37602
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word_4[5]:A,46471
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word_4[5]:B,46373
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word_4[5]:C,46173
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word_4[5]:D,46040
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word_4[5]:Y,46040
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:CLK,42855
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:D,44430
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:EN,43698
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:Q,42855
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt[7]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:CLK,45308
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:D,45923
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:EN,41409
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:Q,45308
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[1]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:CLK,46231
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:D,45527
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:EN,46097
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:Q,46231
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_4_0:A,40761
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_4_0:B,40711
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_4_0:C,39339
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_4_0:D,36734
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_4_0:Y,36734
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/FF_21:EN,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:CLK,45569
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:D,45487
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:EN,41544
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:Q,45569
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_18:A,35903
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_18:B,35903
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/crc_7_201_i_0_a2_18:Y,35903
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/count_RNO[5]:A,42703
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/count_RNO[5]:B,42468
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/count_RNO[5]:C,46273
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/count_RNO[5]:D,46156
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/count_RNO[5]:Y,42468
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_0_0:A,40352
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_0_0:B,40302
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_0_0:C,38930
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_0_0:D,35985
cmam_if_wrap_0/cmam_if/nif/nmc0/ntx/crc_7_201_i_0_a2_0_0:Y,35985
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/ds/word14_0_o2_i_a2_RNI9GQR:A,41926
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/ds/word14_0_o2_i_a2_RNI9GQR:B,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/ds/word14_0_o2_i_a2_RNI9GQR:Y,41926
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_am[20]:A,42981
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_am[20]:B,41002
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_am[20]:C,40832
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_am[20]:Y,40832
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:CLK,42639
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:D,42640
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:EN,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:Q,42639
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/in_packet:SLn,
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_bm[23]:A,42936
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_bm[23]:B,40950
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_bm[23]:C,40773
cmam_if_wrap_0/cmam_if/nif/data_rd_0_i_m2_bm[23]:Y,40773
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2_1[10]:A,40700
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2_1[10]:B,41831
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2_1[10]:C,38593
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2_1[10]:D,40327
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2_1[10]:Y,38593
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_8:C,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_8:IPC,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_9:B,47352
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_9:C,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_9:IPB,47352
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_9:IPC,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:CLK,47283
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:D,45102
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:EN,41926
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:Q,47283
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/word[9]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/FF_5:EN,
cmam_if_wrap_0/cmam_if/nif/nmc1/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/FF_5:IPENn,
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[2]:A,46471
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[2]:B,46373
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[2]:C,46173
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[2]:D,46040
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/ds/word_4[2]:Y,46040
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:CLK,46231
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:D,45527
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:EN,46097
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:Q,46231
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memwaddr_r[3]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:A,
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:B,44901
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:C,40182
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:CC,38303
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:D,45937
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:P,
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:S,38303
cmam_if_wrap_0/cmam_if/nif/nmc2/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/un1_sc_r_s_6:UB,
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2_1[11]:A,40618
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2_1[11]:B,41759
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2_1[11]:C,38513
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2_1[11]:D,40259
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2_1[11]:Y,38513
cmam_if_wrap_0/cmam_if/am_if/un1_training_cntr6_0_a2_0_3[0]:A,42972
cmam_if_wrap_0/cmam_if/am_if/un1_training_cntr6_0_a2_0_3[0]:B,42916
cmam_if_wrap_0/cmam_if/am_if/un1_training_cntr6_0_a2_0_3[0]:C,42828
cmam_if_wrap_0/cmam_if/am_if/un1_training_cntr6_0_a2_0_3[0]:D,42718
cmam_if_wrap_0/cmam_if/am_if/un1_training_cntr6_0_a2_0_3[0]:Y,42718
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/CFG_34:B,
