pin,slack
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPA,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPB,
cmam_if_wrap_0/cmam_if/am_if/training_cntr5lto12_i_a2_6:A,43018
cmam_if_wrap_0/cmam_if/am_if/training_cntr5lto12_i_a2_6:B,42962
cmam_if_wrap_0/cmam_if/am_if/training_cntr5lto12_i_a2_6:C,41821
cmam_if_wrap_0/cmam_if/am_if/training_cntr5lto12_i_a2_6:D,42766
cmam_if_wrap_0/cmam_if/am_if/training_cntr5lto12_i_a2_6:Y,41821
cmam_if_wrap_0/cmam_if/am_if/isReset_0_sqmuxa_sx:A,18339
cmam_if_wrap_0/cmam_if/am_if/isReset_0_sqmuxa_sx:B,17387
cmam_if_wrap_0/cmam_if/am_if/isReset_0_sqmuxa_sx:C,16175
cmam_if_wrap_0/cmam_if/am_if/isReset_0_sqmuxa_sx:D,15748
cmam_if_wrap_0/cmam_if/am_if/isReset_0_sqmuxa_sx:Y,15748
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/in_packet8_0_a2_0_a2:A,45290
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/in_packet8_0_a2_0_a2:B,45240
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/in_packet8_0_a2_0_a2:C,43994
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/in_packet8_0_a2_0_a2:D,42685
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/in_packet8_0_a2_0_a2:Y,42685
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:A,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:B,44369
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:C,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:CC,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:D,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:P,44369
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:UB,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/bitCt_cry[0]:Y,45402
cmam_if_wrap_0/cmam_if/nif/data_rd_1_ns[9]:A,42639
cmam_if_wrap_0/cmam_if/nif/data_rd_1_ns[9]:B,38677
cmam_if_wrap_0/cmam_if/nif/data_rd_1_ns[9]:C,38625
cmam_if_wrap_0/cmam_if/nif/data_rd_1_ns[9]:Y,38625
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/genblk5_full_r_RNO:A,45269
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/genblk5_full_r_RNO:B,45293
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/genblk5_full_r_RNO:C,44959
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/genblk5_full_r_RNO:D,45033
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/genblk5_full_r_RNO:Y,44959
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_21:B,
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/state15_NE_i_0_a4_0_o2:A,42718
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/state15_NE_i_0_a4_0_o2:B,42636
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/state15_NE_i_0_a4_0_o2:C,41314
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/state15_NE_i_0_a4_0_o2:D,41396
cmam_if_wrap_0/cmam_if/nif/nmc2/ntx/state15_NE_i_0_a4_0_o2:Y,41314
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_123_i_1:A,41208
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_123_i_1:B,41152
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_123_i_1:C,43611
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_123_i_1:D,42106
cmam_if_wrap_0/cmam_if/nif/cmd_inst/N_123_i_1:Y,41152
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:CLK,42979
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:D,42786
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:EN,45459
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:Q,42979
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/startseq[2]:SLn,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:A,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:B,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:C,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPA,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_41:IPB,
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2[5]:A,40330
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2[5]:B,41453
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2[5]:C,38537
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2[5]:D,38817
cmam_if_wrap_0/cmam_if/nif/nmc0/nrx/data_rd_3_0_a2[5]:Y,38537
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[0]:A,46428
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[0]:B,46115
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[0]:C,21828
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[0]:Y,21828
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word_4[2]:A,46490
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word_4[2]:B,46392
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word_4[2]:C,46187
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word_4[2]:D,46054
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word_4[2]:Y,46054
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:CLK,42854
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:D,42786
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:EN,45459
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:Q,42854
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/startseq[6]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc0/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_14:B,47576
cmam_if_wrap_0/cmam_if/nif/nmc0/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_14:C,47550
cmam_if_wrap_0/cmam_if/nif/nmc0/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_14:IPB,47576
cmam_if_wrap_0/cmam_if/nif/nmc0/ackfifo/ACKFIFO_0/genblk20_UI_ram_wrapper_1/U5_syncnonpipe/ACKFIFO_ACKFIFO_0_USRAM_top_R0C0/CFG_14:IPC,47550
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/data_rd_3_i_0[1]:A,41704
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/data_rd_3_i_0[1]:B,40058
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/data_rd_3_i_0[1]:C,39908
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/data_rd_3_i_0[1]:D,37812
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/data_rd_3_i_0[1]:Y,37812
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:CLK,43745
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:D,41930
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:EN,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:Q,43745
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:SD,
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/out_valid:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_7_201_i_0_m2_2:A,40599
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_7_201_i_0_m2_2:B,40501
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_7_201_i_0_m2_2:C,39136
cmam_if_wrap_0/cmam_if/nif/nmc1/ntx/crc_7_201_i_0_m2_2:Y,39136
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/sc_r_RNIEQ39[2]:A,44036
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/sc_r_RNIEQ39[2]:B,43946
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/sc_r_RNIEQ39[2]:C,43894
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/sc_r_RNIEQ39[2]:D,43802
cmam_if_wrap_0/cmam_if/nif/nmc1/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/sc_r_RNIEQ39[2]:Y,43802
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:CLK,40610
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:D,46406
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:EN,40408
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:Q,40610
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/tx_data[16]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[3]:A,46451
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[3]:B,46372
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[3]:C,46029
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[3]:D,21687
cmam_if_wrap_0/cmam_if/nif/nmc1/nrx/crc_5[3]:Y,21687
cmam_if_wrap_0/cmam_if/nif/data_rd_1_am[14]:A,42914
cmam_if_wrap_0/cmam_if/nif/data_rd_1_am[14]:B,40039
cmam_if_wrap_0/cmam_if/nif/data_rd_1_am[14]:C,38793
cmam_if_wrap_0/cmam_if/nif/data_rd_1_am[14]:D,38647
cmam_if_wrap_0/cmam_if/nif/data_rd_1_am[14]:Y,38647
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[0],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[1],45938
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[2],45863
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[3],45545
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[4],45467
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CC[5],45407
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:CI,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[0],45407
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[10],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[11],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[1],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[2],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[3],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[4],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[5],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[6],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[7],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[8],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:P[9],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[0],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[10],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[11],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[1],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[2],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[3],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[4],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[5],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[6],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[7],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[8],
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_s_595_CC_0:UB[9],
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:A,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:B,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:C,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:IPA,
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/state_ns_0_0_0_o2_1[1]:A,44226
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/state_ns_0_0_0_o2_1[1]:B,44194
cmam_if_wrap_0/cmam_if/nif/nmc3/ntx/state_ns_0_0_0_o2_1[1]:Y,44194
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/dropFrame_RNO:A,46401
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/dropFrame_RNO:B,46330
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/dropFrame_RNO:C,44863
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/dropFrame_RNO:D,41821
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/ds/dropFrame_RNO:Y,41821
cmam_if_wrap_0/cmam_if/nif/data_rd_0_bm[6]:A,43263
cmam_if_wrap_0/cmam_if/nif/data_rd_0_bm[6]:B,40366
cmam_if_wrap_0/cmam_if/nif/data_rd_0_bm[6]:C,39147
cmam_if_wrap_0/cmam_if/nif/data_rd_0_bm[6]:D,39019
cmam_if_wrap_0/cmam_if/nif/data_rd_0_bm[6]:Y,39019
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:A,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:B,46244
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:C,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:CC,45545
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:D,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:P,
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:S,45545
cmam_if_wrap_0/cmam_if/nif/nmc3/ackfifo/ACKFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r_cry[3]:UB,
cmam_if_wrap_0/cmam_if/nif/status[6]:ADn,
cmam_if_wrap_0/cmam_if/nif/status[6]:ALn,
cmam_if_wrap_0/cmam_if/nif/status[6]:CLK,37214
cmam_if_wrap_0/cmam_if/nif/status[6]:D,46367
cmam_if_wrap_0/cmam_if/nif/status[6]:EN,41679
cmam_if_wrap_0/cmam_if/nif/status[6]:LAT,
cmam_if_wrap_0/cmam_if/nif/status[6]:Q,37214
cmam_if_wrap_0/cmam_if/nif/status[6]:SD,
cmam_if_wrap_0/cmam_if/nif/status[6]:SLn,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:ADn,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:ALn,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:CLK,15949
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:D,46099
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:EN,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:LAT,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:Q,15949
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:SD,
cmam_if_wrap_0/cmam_if/nif/cmd_inst/cm_tx_ctr[3]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:CLK,47260
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:D,46054
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:EN,41920
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:Q,47260
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/nrx/ds/word[1]:SLn,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_178:A,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_178:B,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_178:C,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_178:IPB,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:CLK,41431
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:D,44907
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:EN,41223
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:Q,41431
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc0/adcfifo/ADCFIFO_0/RDATA_r[7]:SLn,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:A,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:B,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:C,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:IPA,
Mario_Libero_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_244:IPB,
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/CFG_31:B,47305
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/CFG_31:C,47434
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/CFG_31:IPB,47305
cmam_if_wrap_0/cmam_if/nif/nmc3/adcfifo/ADCFIFO_0/genblk20_UI_ram_wrapper_1/L3_syncnonpipe/ADCFIFO_ADCFIFO_0_LSRAM_top_R0C0/CFG_31:IPC,47434
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2[8]:A,40513
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2[8]:B,41637
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2[8]:C,38721
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2[8]:D,39059
cmam_if_wrap_0/cmam_if/nif/nmc3/nrx/data_rd_3_0_a2[8]:Y,38721
cmam_if_wrap_0/cmam_if/nif/data_rd_0_am[30]:A,42873
cmam_if_wrap_0/cmam_if/nif/data_rd_0_am[30]:B,41242
cmam_if_wrap_0/cmam_if/nif/data_rd_0_am[30]:C,41077
cmam_if_wrap_0/cmam_if/nif/data_rd_0_am[30]:Y,41077
GPIO0_obuf/U0/U_IOENFF:A,
GPIO0_obuf/U0/U_IOENFF:Y,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:ADn,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:ALn,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:CLK,41505
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:D,44935
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:EN,40529
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:LAT,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:Q,41505
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:SD,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/RDATA_r[1]:SLn,
cmam_if_wrap_0/cmam_if/nif/nmc2/adcfifo/ADCFIFO_0/genblk15_fifo_corefifo_sync_scntr/memraddr_r[6]:ADn,
